TransactionID,Timestamp,Amount,Currency,Channel,Location,CustomerID,AccountType,TxFrequency,FraudLabel
T000067,2025-07-28 0:02:52,415.09,INR,Mobile,IN,C5589,Savings,3,0
T000068,2025-05-30 18:22:01,21.18,GBP,ATM,IN,C5661,Savings,3,0
T000069,2025-05-25 12:04:00,366.22,USD,ATM,US,C4373,Business,4,0
T000070,2025-06-20 15:44:28,44.06,INR,ATM,IN,C9594,Business,1,0
T000071,2025-03-17 0:27:11,438.77,INR,Online,IN,C6757,Savings,3,0
T000072,2025-06-24 17:47:40,224.81,INR,ATM,US,C7893,Savings,4,0
T000073,2025-06-12 4:13:23,230.54,EUR,POS,IN,C3724,Savings,2,0
T000074,2025-07-22 0:25:36,460.99,INR,ATM,IN,C5967,Savings,1,0
T000075,2025-07-17 1:32:38,9.74,EUR,Wire,SG,C7176,Savings,3,0
T000076,2025-05-21 20:46:48,305.49,GBP,Online,SG,C4088,Business,1,0
T000077,2025-07-06 13:22:28,280.82,INR,Online,SG,C3233,Savings,2,0
T000078,2025-03-16 2:19:16,314.11,EUR,Online,AE,C8456,Business,3,0
T000079,2025-04-12 21:05:24,182.5,USD,ATM,IN,C2240,Business,1,0
T000080,2025-08-21 17:25:52,57.04,GBP,Online,IN,C3154,Business,3,0
T000081,2025-06-07 15:01:05,396.07,USD,Online,IN,C5979,Savings,4,0
T000082,2025-08-25 2:36:14,221.87,GBP,POS,UK,C8184,Savings,3,0
T000083,2025-04-22 19:38:03,91.61,GBP,POS,IN,C7999,Savings,6,0
T000084,2025-08-21 9:40:35,137.75,INR,Online,SG,C7836,Savings,1,0
T000085,2025-08-09 0:54:38,42.61,INR,ATM,US,C3732,Business,3,0
T000086,2025-05-13 13:56:44,186.23,USD,ATM,IN,C2594,CreditCard,0,0
T000087,2025-04-04 11:33:01,7.54,USD,ATM,IN,C4138,Savings,2,0
T000088,2025-04-16 18:27:01,130.16,EUR,Mobile,IN,C9571,Savings,4,0
T000089,2025-08-21 6:28:39,70.87,INR,Online,DE,C2578,Savings,1,0
T000090,2025-06-15 4:53:44,80.98,INR,Online,IN,C7799,Business,0,0
T000091,2025-05-11 16:09:33,90.19,GBP,Online,IN,C4098,Savings,1,0
T000092,2025-07-20 5:06:51,141.52,USD,ATM,IN,C5451,Savings,0,0
T000093,2025-07-01 15:40:14,242.64,INR,Online,IN,C6615,Savings,2,0
T000094,2025-06-23 3:09:51,66.67,USD,POS,IN,C5765,Savings,2,0
T000095,2025-07-06 0:58:30,283.78,EUR,Online,SG,C8328,Business,3,0
T000096,2025-05-19 11:06:55,892.72,GBP,POS,AE,C3526,Savings,1,0
T000097,2025-08-06 4:43:47,90.86,INR,POS,IN,C9529,Savings,2,0
T000098,2025-03-11 10:03:55,41.19,GBP,Online,AE,C1078,Savings,4,0
T000099,2025-03-29 20:33:31,229.94,INR,Online,SG,C1387,Savings,4,0
T000100,2025-08-07 19:57:11,70.64,INR,POS,US,C8890,Savings,2,0
T000101,2025-04-05 5:30:49,282.73,USD,POS,IN,C2848,Business,4,0
T000102,2025-06-24 6:44:52,103.58,EUR,ATM,US,C2197,Savings,5,0
T000103,2025-08-18 0:01:16,539.81,GBP,Wire,IN,C7304,Business,0,0
T000104,2025-07-19 14:17:36,67.88,INR,Wire,IN,C5934,Savings,4,0
T000105,2025-07-01 21:33:31,44.37,GBP,ATM,US,C2255,Business,3,0
T000106,2025-06-22 11:49:30,333.76,INR,POS,IN,C9670,Savings,3,0
T000107,2025-08-21 0:23:47,125.2,INR,ATM,US,C5293,CreditCard,1,0
T000108,2025-03-15 8:46:35,113.77,INR,Online,IN,C1115,Business,4,0
T000109,2025-07-29 21:54:24,306.72,EUR,Online,IN,C6084,Business,1,0
T000110,2025-04-13 13:21:03,52.07,INR,POS,IN,C8265,Savings,1,0
T000111,2025-08-09 22:46:28,87.96,USD,Online,UK,C4586,Business,1,0
T000112,2025-07-26 3:15:44,605.59,INR,Mobile,IN,C8464,Savings,2,0
T000113,2025-05-22 14:10:24,640.85,INR,Mobile,US,C8331,CreditCard,0,0
T000114,2025-04-09 6:51:01,186.13,GBP,Mobile,AE,C7848,Business,1,0
T000115,2025-06-24 16:25:27,17.61,INR,POS,UK,C7469,Savings,0,0
T000116,2025-05-30 4:28:20,421.35,GBP,Online,IN,C3464,Savings,4,0
T000117,2025-05-15 8:49:32,29.49,INR,Wire,IN,C6451,Savings,3,0
T000118,2025-08-19 5:41:49,422.97,INR,Mobile,IN,C3407,CreditCard,2,0
T000119,2025-07-23 13:55:56,63.4,EUR,POS,US,C9955,Business,5,0
T000120,2025-04-23 16:14:16,175.42,INR,Mobile,AE,C8358,Business,4,0
T000121,2025-06-03 0:20:17,39.66,INR,ATM,UK,C4130,CreditCard,1,0
T000122,2025-08-08 6:37:26,33.19,INR,Mobile,UK,C4223,CreditCard,1,0
T000123,2025-03-15 8:42:04,66.39,INR,POS,IN,C2115,Savings,1,0
T000124,2025-05-03 15:49:37,182.73,USD,POS,AE,C9700,Savings,2,0
T000125,2025-06-02 16:35:38,57.58,INR,Online,IN,C5550,Savings,0,0
T000126,2025-03-07 18:36:11,973.48,GBP,Online,IN,C1874,Savings,2,0
T000127,2025-06-27 14:21:33,115.96,INR,Mobile,UK,C2222,Savings,1,0
T000128,2025-04-04 7:45:32,122.73,INR,POS,IN,C5136,CreditCard,2,0
T000129,2025-06-24 17:35:56,608.5,EUR,Online,UK,C9264,Savings,3,0
T000130,2025-07-01 4:44:53,36.04,USD,ATM,AE,C1880,Savings,3,1
T000131,2025-06-28 13:50:40,134.46,INR,ATM,SG,C6883,Savings,0,0
T000132,2025-05-03 15:17:56,33.52,EUR,Online,US,C6935,Savings,0,0
T000133,2025-05-22 7:34:32,22.44,INR,POS,DE,C6019,CreditCard,0,0
T000134,2025-07-17 20:45:38,506.63,EUR,Mobile,SG,C3769,Savings,0,0
T000135,2025-04-15 19:34:29,60.92,INR,POS,US,C6709,Business,2,1
T000136,2025-03-22 13:24:45,390.47,USD,ATM,IN,C7017,Savings,4,0
T000137,2025-03-27 20:02:53,91.25,INR,Online,DE,C3659,Business,1,0
T000138,2025-03-31 0:11:57,228.28,USD,ATM,IN,C3418,Savings,1,0
T000139,2025-04-14 22:50:06,315.48,INR,ATM,SG,C4812,Savings,0,0
T000140,2025-07-07 14:02:46,57.8,INR,POS,IN,C3955,Savings,2,0
T000141,2025-08-26 5:14:26,36.87,INR,POS,IN,C8294,Savings,3,0
T000142,2025-05-21 10:01:01,66.81,INR,POS,SG,C1265,Savings,1,0
T000143,2025-07-16 3:15:30,89.93,GBP,Mobile,IN,C3110,Savings,2,0
T000144,2025-07-17 16:20:41,322.54,INR,Mobile,US,C3481,Business,0,0
T000145,2025-07-11 9:32:33,153.44,INR,ATM,UK,C4607,Savings,5,0
T000146,2025-09-02 23:04:18,130.88,EUR,Mobile,IN,C6473,Savings,1,0
T000147,2025-06-30 0:40:48,25.5,INR,Online,US,C9355,Savings,2,0
T000148,2025-03-09 12:27:23,56.08,EUR,Mobile,IN,C6876,Savings,3,0
T000149,2025-05-21 8:11:36,298.98,INR,Mobile,IN,C2517,CreditCard,2,0
T000150,2025-07-15 22:33:57,48.16,EUR,Online,IN,C5379,Savings,0,0
T000151,2025-08-07 6:42:40,140.27,INR,POS,IN,C5026,Savings,2,0
T000152,2025-05-09 15:43:21,74.91,GBP,Online,IN,C2055,Business,3,0
T000153,2025-03-11 2:42:46,327.52,INR,Wire,AE,C8978,Business,2,0
T000154,2025-08-16 2:40:18,36.82,USD,POS,IN,C4986,CreditCard,3,0
T000155,2025-07-28 0:47:24,80.12,INR,Wire,IN,C5174,Business,1,0
T000156,2025-04-04 17:55:43,162.98,INR,Online,UK,C5844,Business,3,0
T000157,2025-03-10 20:00:43,115.57,INR,Mobile,IN,C4862,Savings,4,0
T000158,2025-08-06 3:58:26,28.1,EUR,Online,IN,C5491,Business,1,0
T000159,2025-04-18 17:47:51,141.73,GBP,Online,IN,C8278,Savings,0,0
T000160,2025-06-03 23:55:39,384.97,INR,POS,US,C8995,Business,1,0
T000161,2025-05-25 17:10:13,24.59,USD,Mobile,US,C3341,Savings,3,0
T000162,2025-08-02 5:14:39,192.11,INR,Online,US,C8834,Savings,3,0
T000163,2025-05-01 23:14:03,190.43,USD,Online,IN,C8565,CreditCard,1,0
T000164,2025-07-02 18:58:57,193.39,GBP,ATM,IN,C5871,Business,1,0
T000165,2025-05-13 14:33:52,758.43,INR,Online,IN,C3830,Savings,2,0
T000166,2025-04-23 2:55:45,4.92,INR,Online,UK,C3891,Business,4,0
T000167,2025-05-17 8:56:19,608.1,INR,ATM,IN,C1319,Savings,1,0
T000168,2025-07-22 23:52:04,195.03,GBP,Mobile,DE,C2829,Savings,4,0
T000169,2025-04-07 14:05:56,94.78,USD,Online,IN,C4528,Savings,3,0
T000170,2025-04-08 21:47:07,92.19,GBP,Online,AE,C5728,Savings,4,0
T000171,2025-05-10 1:41:02,112.25,INR,POS,IN,C7979,Savings,4,0
T000172,2025-03-13 6:10:52,83.84,INR,Online,US,C2601,Savings,2,0
T000173,2025-08-01 5:52:49,287.25,GBP,POS,IN,C6510,CreditCard,5,0
T000174,2025-05-07 2:01:42,81.8,USD,Online,IN,C7648,Business,3,0
T000175,2025-04-09 5:23:34,18.56,EUR,Mobile,UK,C7002,CreditCard,1,0
T000176,2025-04-09 20:46:48,20.51,INR,Mobile,UK,C9631,Business,1,0
T000177,2025-05-16 10:18:53,1.34,USD,ATM,US,C3504,Savings,0,0
T000178,2025-08-26 20:16:03,200.76,USD,Online,IN,C5148,Savings,1,0
T000179,2025-04-28 22:00:04,452.21,EUR,Mobile,IN,C4737,Savings,3,0
T000180,2025-03-16 19:17:57,55.72,INR,Online,IN,C2366,Savings,1,0
T000181,2025-03-22 22:07:43,225.53,INR,ATM,SG,C7508,Savings,1,0
T000182,2025-07-04 7:06:15,34.31,USD,POS,IN,C8423,Savings,1,0
T000183,2025-08-01 23:16:14,49.79,INR,Mobile,IN,C4149,Business,0,0
T000184,2025-08-14 4:37:26,84.74,INR,Online,IN,C8769,Business,0,0
T000185,2025-07-28 22:35:29,199.51,INR,Online,US,C3137,Savings,7,0
T000186,2025-05-02 3:15:22,65.19,INR,POS,DE,C5482,Business,0,0
T000187,2025-06-16 17:08:38,270.09,EUR,POS,US,C7741,Savings,1,0
T000188,2025-04-05 11:34:13,18.75,INR,Online,US,C6875,CreditCard,0,0
T000189,2025-05-16 10:26:35,375.99,USD,Online,IN,C4812,CreditCard,2,0
T000190,2025-04-06 10:56:18,80.3,INR,POS,AE,C7144,Savings,2,0
T000191,2025-04-17 13:22:04,40.56,INR,Wire,UK,C1452,Savings,1,0
T000192,2025-06-23 14:54:28,41.37,USD,Mobile,IN,C2340,Business,0,0
T000193,2025-08-15 6:07:11,35.37,INR,Online,IN,C5011,Savings,3,0
T000194,2025-05-24 0:47:54,24.96,GBP,Online,IN,C2670,Savings,2,0
T000195,2025-05-10 17:12:56,115.94,INR,Mobile,US,C3764,Business,3,0
T000196,2025-04-04 11:00:36,35.66,INR,Mobile,IN,C4414,Savings,2,0
T000197,2025-08-28 6:29:36,469.29,INR,Online,US,C2340,Savings,1,0
T000198,2025-03-19 4:07:26,228.63,INR,Mobile,IN,C6961,Savings,1,0
T000199,2025-03-08 8:23:54,56.05,INR,Online,SG,C8561,Savings,1,0
T000200,2025-08-14 18:30:03,226.25,INR,Online,IN,C7252,Savings,1,0
T000201,2025-05-31 16:51:02,203.5,USD,POS,US,C9259,CreditCard,1,0
T000202,2025-07-31 2:50:39,162.98,INR,Online,IN,C4422,Savings,2,0
T000203,2025-07-30 17:20:08,856.16,INR,Wire,US,C4765,Savings,2,0
T000204,2025-05-12 13:52:19,193.8,USD,Mobile,US,C7333,Savings,1,0
T000205,2025-07-17 3:54:10,61.45,INR,Mobile,AE,C6943,Savings,3,0
T000206,2025-07-24 5:51:35,127.15,INR,POS,IN,C5330,CreditCard,3,0
T000207,2025-06-28 23:32:06,372.19,EUR,Online,IN,C6785,Savings,2,0
T000208,2025-07-01 21:35:02,283.32,USD,Online,UK,C3935,CreditCard,1,0
T000209,2025-08-04 9:09:58,248.8,USD,ATM,IN,C3438,Business,1,0
T000210,2025-05-04 1:33:36,761.88,GBP,POS,US,C4243,Savings,1,0
T000211,2025-07-13 7:52:13,69.03,INR,ATM,US,C7515,Savings,0,0
T000212,2025-04-21 5:11:20,13.3,INR,ATM,IN,C8394,Savings,1,0
T000213,2025-06-25 23:03:41,57.78,INR,Online,US,C3145,Savings,2,0
T000214,2025-07-28 23:12:17,209.82,INR,Mobile,IN,C6407,CreditCard,1,0
T000215,2025-03-25 10:46:18,24.08,INR,Online,US,C4411,Savings,1,0
T000216,2025-06-14 18:01:18,4.54,INR,ATM,US,C3061,Business,1,0
T000217,2025-03-23 20:30:43,275.84,USD,Online,IN,C5215,Business,0,0
T000218,2025-05-29 17:48:44,174.78,USD,Online,IN,C8481,Business,1,0
T000219,2025-06-29 16:32:42,555.36,INR,Online,IN,C6508,Savings,1,0
T000220,2025-07-02 10:37:42,12.45,USD,POS,IN,C3700,Savings,4,0
T000221,2025-05-24 13:55:47,34.58,INR,POS,US,C5237,Savings,1,0
T000222,2025-05-21 3:13:34,466.48,GBP,Wire,UK,C4039,Business,5,0
T000223,2025-07-02 8:26:08,383.06,INR,POS,IN,C5109,Savings,1,0
T000224,2025-05-21 13:00:09,520.72,INR,ATM,IN,C4844,CreditCard,4,0
T000225,2025-06-22 4:33:39,636.78,USD,Mobile,SG,C7407,Business,2,0
T000226,2025-08-27 6:26:16,124.45,USD,Online,UK,C8208,Savings,3,0
T000227,2025-08-16 23:02:38,691.48,USD,Online,DE,C8185,CreditCard,3,0
T000228,2025-09-02 3:33:31,233.05,INR,POS,IN,C9395,Savings,3,0
T000229,2025-08-20 10:16:44,149.74,GBP,Mobile,IN,C9194,Savings,2,0
T000230,2025-04-19 2:40:48,53.34,INR,Wire,IN,C7208,Business,1,0
T000231,2025-05-25 3:00:58,743.21,INR,Online,DE,C6336,Savings,3,0
T000232,2025-04-01 21:18:28,9.17,GBP,Mobile,IN,C8727,Savings,2,0
T000233,2025-06-16 9:45:44,340.72,INR,Online,SG,C1249,Savings,3,0
T000234,2025-08-03 0:23:30,51.08,INR,ATM,IN,C6834,Savings,2,0
T000235,2025-06-30 10:48:04,86.65,EUR,ATM,IN,C7226,Savings,1,0
T000236,2025-06-07 9:54:46,22.14,INR,Wire,US,C2221,Savings,3,0
T000237,2025-07-23 1:32:56,5.06,USD,Online,US,C4601,Business,2,0
T000238,2025-03-07 16:26:43,0.93,USD,ATM,IN,C2187,Business,2,0
T000239,2025-05-31 8:08:54,26.43,USD,Online,IN,C8324,Savings,1,0
T000240,2025-05-16 12:49:27,144.66,INR,POS,IN,C9602,Savings,1,0
T000241,2025-06-23 16:44:05,245.77,INR,Online,US,C1102,Savings,5,0
T000242,2025-06-29 11:51:57,11.99,INR,Mobile,IN,C8636,Savings,1,0
T000243,2025-04-13 8:59:09,51.28,INR,Online,SG,C1550,Savings,1,0
T000244,2025-07-21 13:56:30,358.74,INR,ATM,SG,C6774,Savings,1,0
T000245,2025-07-12 7:57:21,161.49,INR,POS,IN,C4815,Savings,1,0
T000246,2025-03-18 16:11:08,145.98,INR,Mobile,AE,C1143,Savings,1,0
T000247,2025-08-04 11:26:10,66.28,INR,ATM,US,C4336,Savings,1,0
T000248,2025-05-10 4:51:49,204.41,INR,Online,US,C4579,Savings,4,0
T000249,2025-03-12 16:14:25,147.96,USD,Mobile,UK,C4324,Savings,2,0
T000250,2025-04-26 4:19:25,556.74,USD,Online,IN,C9977,Savings,1,0
T000251,2025-08-01 5:46:44,17.17,INR,Online,US,C6264,Savings,2,0
T000252,2025-07-13 6:25:43,236.27,INR,Mobile,DE,C2142,Business,2,0
T000253,2025-07-02 4:08:06,222.96,INR,Online,SG,C1962,CreditCard,3,0
T000254,2025-08-14 2:08:57,277.7,INR,Online,IN,C9253,Savings,1,0
T000255,2025-08-11 8:33:35,43.48,INR,Mobile,IN,C7228,Business,0,0
T000256,2025-06-03 2:05:08,100.11,EUR,Online,IN,C5012,Savings,1,0
T000257,2025-08-15 14:55:44,94.69,INR,Online,IN,C1525,Savings,2,0
T000258,2025-08-28 18:25:15,83.26,INR,Online,AE,C7882,Savings,1,0
T000259,2025-04-03 15:43:12,20.37,INR,Online,IN,C8872,Savings,2,0
T000260,2025-03-22 7:08:10,51.56,INR,Online,IN,C2487,Savings,0,0
T000261,2025-06-10 23:09:19,41.48,INR,Mobile,IN,C5640,Savings,2,0
T000262,2025-06-08 14:43:08,1.56,INR,POS,US,C1037,Savings,4,0
T000263,2025-06-24 2:46:49,96.07,USD,POS,IN,C7030,Savings,1,0
T000264,2025-07-26 21:00:05,284.94,USD,Mobile,AE,C1724,Savings,0,0
T000265,2025-08-10 15:33:32,16.57,INR,Online,US,C6451,Business,1,0
T000266,2025-04-29 19:31:17,0.41,GBP,POS,IN,C9967,Business,2,0
T000267,2025-07-24 22:16:52,156.63,INR,Mobile,IN,C3548,Business,3,0
T000268,2025-05-14 3:13:29,34.66,INR,Online,IN,C3054,Savings,1,0
T000269,2025-05-08 10:22:53,124.5,USD,ATM,IN,C7451,Savings,1,0
T000270,2025-08-13 17:22:56,24.19,GBP,POS,SG,C7465,Savings,1,0
T000271,2025-03-17 21:47:29,350.49,USD,Mobile,IN,C2416,CreditCard,2,0
T000272,2025-03-27 12:28:48,11.98,INR,POS,US,C6204,Savings,1,0
T000273,2025-06-09 13:42:36,109.37,INR,ATM,IN,C4191,Savings,0,0
T000274,2025-04-25 3:15:21,299.86,EUR,POS,IN,C2116,Savings,3,0
T000275,2025-09-02 10:55:52,200.15,INR,POS,US,C1262,Savings,4,0
T000276,2025-08-12 18:47:34,87.65,INR,Online,IN,C1464,Savings,1,0
T000277,2025-09-01 3:45:18,233.89,USD,Online,IN,C2154,Savings,3,0
T000278,2025-05-06 0:22:20,34.38,EUR,Online,IN,C4769,Savings,1,0
T000279,2025-04-03 6:26:37,155.98,EUR,ATM,AE,C3586,Business,4,0
T000280,2025-03-10 23:12:26,526.01,GBP,POS,IN,C6413,Savings,1,0
T000281,2025-03-19 20:25:26,262.53,EUR,Mobile,SG,C3556,Business,3,0
T000282,2025-04-16 2:42:46,729.8,INR,Online,IN,C9643,Savings,3,0
T000283,2025-05-02 20:07:19,201.91,INR,Online,AE,C8458,Savings,1,0
T000284,2025-07-01 22:17:44,13.52,GBP,Online,IN,C6373,Business,1,0
T000285,2025-04-20 22:58:41,135.73,INR,POS,DE,C8946,Savings,1,0
T000286,2025-03-18 7:04:58,369.57,USD,POS,DE,C6171,Business,1,0
T000287,2025-05-19 13:53:41,187.74,INR,POS,IN,C6828,Business,2,0
T000288,2025-04-19 23:38:19,86.65,GBP,ATM,IN,C7101,Business,2,0
T000289,2025-07-27 14:11:03,392.53,INR,POS,US,C2231,Business,1,0
T000290,2025-07-18 18:45:14,103.83,EUR,Online,SG,C3471,Business,4,0
T000291,2025-05-08 1:44:14,338.08,INR,Mobile,US,C8066,Savings,3,0
T000292,2025-07-02 3:30:14,132.57,INR,Online,IN,C2336,Business,6,0
T000293,2025-09-02 5:44:25,129.66,GBP,Online,IN,C1003,Savings,2,0
T000294,2025-08-18 22:45:03,18.28,INR,Online,IN,C8893,Savings,1,0
T000295,2025-07-10 7:22:54,219.37,GBP,ATM,SG,C7923,Savings,3,0
T000296,2025-06-12 18:58:01,174.42,INR,POS,IN,C9523,Savings,0,0
T000297,2025-07-17 11:58:33,243.28,INR,POS,US,C3017,Savings,1,0
T000298,2025-08-05 11:27:19,124.64,INR,Mobile,IN,C2723,Savings,1,0
T000299,2025-03-28 16:32:26,180.77,INR,Mobile,AE,C5361,Business,2,0
T000300,2025-06-24 6:17:46,264.92,USD,POS,IN,C9343,Savings,4,1
T000301,2025-04-16 3:05:44,7.23,INR,Online,IN,C1265,CreditCard,2,0
T000302,2025-04-06 23:54:17,10.38,INR,Mobile,DE,C2366,Savings,3,0
T000303,2025-05-25 10:03:42,542.16,INR,ATM,IN,C4192,Savings,1,0
T000304,2025-03-11 9:02:56,836.99,INR,POS,DE,C6851,Savings,1,0
T000305,2025-03-20 23:36:57,284.63,INR,Mobile,IN,C1577,Savings,1,0
T000306,2025-07-27 5:02:45,377.69,INR,ATM,US,C6184,Savings,1,0
T000307,2025-06-06 16:59:33,614.46,GBP,POS,IN,C9037,CreditCard,3,0
T000308,2025-03-25 3:08:37,381.86,INR,ATM,IN,C6052,Savings,3,0
T000309,2025-04-28 11:10:06,259.65,INR,POS,US,C8977,Savings,3,0
T000310,2025-08-23 9:37:04,75.34,USD,ATM,IN,C6312,Savings,3,0
T000311,2025-04-01 5:54:06,66.09,INR,POS,UK,C7207,Savings,4,0
T000312,2025-05-01 22:23:44,212.89,USD,Wire,IN,C8764,CreditCard,1,0
T000313,2025-07-14 10:11:33,115.83,EUR,Mobile,IN,C9990,Savings,0,0
T000314,2025-08-23 0:36:30,485.11,USD,ATM,US,C1185,Savings,1,0
T000315,2025-04-12 8:55:23,202.32,INR,Wire,US,C8094,Savings,4,0
T000316,2025-04-18 14:59:13,165.29,INR,Online,IN,C4596,Savings,2,0
T000317,2025-03-25 23:43:03,43.34,EUR,ATM,US,C8941,Savings,3,0
T000318,2025-05-24 23:32:19,132.42,INR,Online,AE,C6173,Savings,0,0
T000319,2025-05-17 22:50:40,135.46,USD,POS,DE,C7256,Savings,4,0
T000320,2025-06-13 21:50:01,182.68,USD,Mobile,IN,C6909,Savings,1,0
T000321,2025-07-09 21:09:58,98.83,EUR,Online,IN,C3492,Savings,3,0
T000322,2025-06-07 16:05:16,115.4,INR,Mobile,IN,C7603,Savings,2,0
T000323,2025-08-01 0:51:49,225.01,EUR,Mobile,IN,C2435,Savings,1,0
T000324,2025-04-08 21:09:58,310.52,INR,ATM,IN,C3485,Savings,4,0
T000325,2025-03-31 21:48:52,173.08,INR,ATM,IN,C1069,CreditCard,2,0
