TransactionID,Timestamp,Amount,Currency,Channel,Location,CustomerID,AccountType,TxFrequency,FraudLabel
T006718,2025-08-15 8:41:37,196.35,USD,Mobile,US,C5541,CreditCard,2,0
T006719,2025-05-02 7:13:45,21.09,USD,Mobile,IN,C2462,Savings,2,0
T006720,2025-08-16 13:57:18,601.5,INR,Online,US,C6452,Savings,3,0
T006721,2025-04-22 5:38:58,98.67,USD,POS,UK,C1784,Savings,1,0
T006722,2025-04-11 4:12:20,67.4,USD,POS,DE,C2031,Savings,1,0
T006723,2025-08-06 5:58:05,426.42,INR,Online,IN,C2708,Savings,4,0
T006724,2025-05-12 9:40:25,27.77,EUR,Online,IN,C3936,CreditCard,2,0
T006725,2025-06-13 3:31:19,41.14,INR,ATM,UK,C9271,Savings,0,0
T006726,2025-05-09 10:21:44,67.38,USD,Online,IN,C4364,CreditCard,2,0
T006727,2025-06-02 9:41:24,123.85,EUR,Wire,IN,C1596,Savings,2,0
T006728,2025-04-22 3:00:48,47.87,INR,Mobile,IN,C7410,Savings,4,0
T006729,2025-04-24 9:52:21,256.96,USD,ATM,US,C9612,Business,3,0
T006730,2025-06-25 10:14:37,65.76,GBP,ATM,US,C7839,Savings,2,0
T006731,2025-06-20 4:23:12,4.91,USD,POS,IN,C2436,Business,0,0
T006732,2025-07-03 16:03:00,302.01,INR,Online,US,C3822,Business,1,0
T006733,2025-08-05 19:07:21,437.99,INR,Online,US,C8307,Savings,5,0
T006734,2025-04-04 16:21:49,166.18,INR,Online,IN,C6933,Savings,4,0
T006735,2025-04-23 17:00:37,385.6,INR,Online,IN,C5933,Savings,1,0
T006736,2025-05-31 22:10:10,55.26,INR,ATM,US,C9129,Savings,2,0
T006737,2025-06-16 16:13:14,53.93,USD,Mobile,UK,C5266,Savings,1,0
T006738,2025-05-21 4:50:43,237.63,USD,Online,IN,C3210,Savings,3,0
T006739,2025-06-01 18:08:16,54.17,USD,Mobile,IN,C4730,Business,1,0
T006740,2025-03-14 21:58:55,92.88,INR,ATM,IN,C3484,Savings,3,0
T006741,2025-04-04 23:17:31,29.13,INR,Online,IN,C2128,CreditCard,5,0
T006742,2025-08-10 18:34:16,2.12,INR,ATM,DE,C4687,Business,2,0
T006743,2025-04-08 23:06:47,9.11,INR,POS,AE,C6999,Savings,4,0
T006744,2025-07-22 0:39:10,42.27,INR,ATM,IN,C2039,Savings,2,0
T006745,2025-05-09 0:32:24,67.29,INR,POS,IN,C7063,Savings,2,0
T006746,2025-03-28 22:50:23,125.16,INR,Online,SG,C6638,Savings,3,0
T006747,2025-05-13 15:06:24,394.77,INR,POS,IN,C8779,Savings,0,0
T006748,2025-08-17 1:46:29,291.63,INR,Online,US,C6350,Savings,1,0
T006749,2025-06-01 16:57:05,30.26,EUR,Wire,IN,C5695,Savings,1,0
T006750,2025-08-19 18:40:56,510.81,USD,POS,IN,C5927,CreditCard,0,0
T006751,2025-08-30 22:45:12,184.85,INR,Mobile,IN,C7110,CreditCard,1,0
T006752,2025-03-29 6:40:23,157.53,INR,ATM,IN,C9800,Savings,1,0
T006753,2025-05-12 16:22:13,364.63,INR,POS,US,C2106,Savings,2,0
T006754,2025-07-01 9:26:10,71.62,INR,Online,DE,C5514,Savings,3,0
T006755,2025-04-22 12:32:10,185.83,INR,Online,US,C4054,Business,0,0
T006756,2025-07-20 0:16:44,54.14,INR,Mobile,IN,C8626,Savings,1,0
T006757,2025-05-20 14:48:15,221.66,INR,POS,IN,C8599,Business,2,0
T006758,2025-05-02 1:34:11,95.04,INR,Mobile,US,C2529,Savings,1,0
T006759,2025-06-28 22:33:19,106.42,INR,POS,IN,C6612,Savings,2,0
T006760,2025-08-19 19:21:13,133.26,GBP,ATM,IN,C2240,Savings,1,0
T006761,2025-05-01 21:47:43,37.56,USD,Online,US,C8220,Savings,2,0
T006762,2025-08-25 19:29:48,595.33,INR,ATM,US,C8273,Savings,3,0
T006763,2025-07-11 10:53:51,17.5,EUR,Online,IN,C3028,Savings,1,0
T006764,2025-06-06 11:36:32,57.76,INR,POS,UK,C9892,CreditCard,0,0
T006765,2025-07-09 12:45:27,178.32,GBP,Online,IN,C4510,Savings,0,0
T006766,2025-08-19 13:00:37,4.64,GBP,Online,US,C2329,CreditCard,2,0
T006767,2025-06-01 8:44:43,111.94,USD,Mobile,IN,C6243,Business,1,0
T006768,2025-08-24 13:57:22,6.78,USD,Online,DE,C1985,Savings,3,0
T006769,2025-07-03 9:04:41,252.12,INR,Online,DE,C1275,Business,1,0
T006770,2025-05-13 18:23:35,11.62,INR,ATM,IN,C7879,Savings,3,0
T006771,2025-06-04 2:30:10,245.29,INR,POS,UK,C8555,CreditCard,1,0
T006772,2025-05-20 8:01:11,439.88,USD,Online,US,C9587,Savings,1,0
T006773,2025-04-09 5:11:45,275.8,INR,POS,IN,C4938,Business,2,0
T006774,2025-03-30 14:32:20,367.94,EUR,Mobile,IN,C2119,CreditCard,2,0
T006775,2025-04-08 15:10:31,454.29,GBP,Online,IN,C9450,Savings,3,0
T006776,2025-09-02 9:27:17,342.16,INR,ATM,IN,C2261,Business,3,0
T006777,2025-07-23 6:49:28,32.39,INR,Mobile,US,C2585,Savings,1,0
T006778,2025-03-24 15:49:08,516.47,INR,Online,US,C7936,Savings,3,0
T006779,2025-05-12 13:23:04,417.15,EUR,Online,IN,C7414,Savings,3,0
T006780,2025-05-25 5:07:53,193.62,USD,Wire,US,C9077,Savings,1,0
T006781,2025-07-01 3:50:08,24.42,INR,Online,IN,C2263,CreditCard,2,0
T006782,2025-07-01 16:28:51,16.59,INR,ATM,AE,C8833,Savings,0,0
T006783,2025-04-09 19:30:08,12.53,INR,POS,US,C8794,Savings,1,0
T006784,2025-08-16 6:13:58,293.2,INR,Online,SG,C6084,Savings,2,0
T006785,2025-08-22 19:03:49,119.29,INR,POS,IN,C6967,Savings,1,0
T006786,2025-08-03 20:46:01,509.14,EUR,Online,IN,C7157,Savings,3,0
T006787,2025-07-11 19:57:20,245.09,USD,Mobile,IN,C8419,Savings,2,0
T006788,2025-09-02 12:44:43,879.38,INR,Online,US,C3948,Savings,2,0
T006789,2025-06-02 9:33:54,505.2,EUR,ATM,IN,C6325,CreditCard,3,0
T006790,2025-05-17 1:12:09,0.44,INR,Mobile,IN,C6525,Savings,3,0
T006791,2025-05-17 8:33:25,91.2,INR,Mobile,IN,C4897,Savings,4,0
T006792,2025-05-28 5:36:09,21.16,USD,Online,US,C3014,Savings,0,0
T006793,2025-03-18 19:24:09,209.91,INR,Mobile,AE,C7354,CreditCard,0,0
T006794,2025-07-27 17:05:55,45.87,USD,POS,IN,C2636,Savings,3,0
T006795,2025-04-06 4:59:52,160.9,INR,Online,IN,C3889,Savings,1,0
T006796,2025-04-29 5:46:48,106.66,INR,Online,UK,C7118,Business,0,0
T006797,2025-06-24 12:05:44,128.26,INR,POS,IN,C7324,Business,4,0
T006798,2025-08-11 16:43:51,490.02,INR,Online,IN,C8623,CreditCard,1,0
T006799,2025-05-12 13:03:17,501.45,GBP,Online,IN,C3009,Savings,0,0
T006800,2025-03-21 23:17:21,75.55,INR,Wire,US,C3097,Savings,0,0
T006801,2025-05-19 5:36:37,62.57,INR,Mobile,IN,C8074,Savings,2,0
T006802,2025-06-19 4:28:20,7.06,INR,Mobile,IN,C3461,Savings,1,0
T006803,2025-05-23 20:36:33,49.26,INR,Online,UK,C8719,Savings,1,0
T006804,2025-05-22 4:07:13,60.76,USD,ATM,SG,C9073,Savings,3,0
T006805,2025-05-01 18:17:54,325.64,INR,Online,IN,C2269,Business,1,0
T006806,2025-04-27 18:03:36,165.36,USD,ATM,IN,C4758,Business,4,0
T006807,2025-04-07 4:49:32,363.92,INR,Online,IN,C9186,CreditCard,2,0
T006808,2025-03-28 11:33:49,95.95,GBP,Mobile,IN,C2651,Savings,3,0
T006809,2025-03-29 19:31:30,55.67,INR,POS,DE,C8523,Business,3,0
T006810,2025-03-10 13:58:57,23.22,INR,Mobile,IN,C6891,Savings,2,0
T006811,2025-04-14 7:55:16,201.77,INR,Mobile,AE,C5937,Savings,1,0
T006812,2025-08-01 20:00:27,88.76,INR,Wire,IN,C2007,Savings,2,0
T006813,2025-07-24 0:12:49,219.31,INR,POS,IN,C2586,Business,2,0
T006814,2025-05-15 2:15:24,317.21,INR,Mobile,UK,C2091,Savings,2,0
T006815,2025-08-30 4:07:09,31.53,INR,Online,SG,C7922,Savings,0,0
T006816,2025-08-14 2:42:50,575.77,INR,Mobile,IN,C8573,Savings,0,0
T006817,2025-08-19 18:50:29,49.84,INR,ATM,AE,C9596,Savings,2,0
T006818,2025-03-22 14:44:03,523.23,INR,Mobile,IN,C7251,Savings,4,0
T006819,2025-05-08 18:44:56,177.67,EUR,Online,IN,C4776,Savings,2,0
T006820,2025-05-31 12:13:49,36.91,EUR,ATM,IN,C1211,Savings,4,0
T006821,2025-04-30 13:47:04,1022.3,INR,Mobile,IN,C1318,Savings,2,0
T006822,2025-08-31 3:40:37,22.09,EUR,Wire,US,C7653,Savings,2,0
T006823,2025-04-15 13:03:02,49.2,GBP,ATM,US,C8969,Savings,2,0
T006824,2025-05-19 22:42:12,66.66,INR,Online,US,C5824,Savings,4,0
T006825,2025-04-11 10:36:18,12.25,INR,POS,US,C5071,CreditCard,5,0
T006826,2025-05-28 7:06:19,232.88,INR,Mobile,UK,C7664,CreditCard,2,0
T006827,2025-03-30 7:14:29,282.26,USD,Mobile,IN,C7412,Savings,1,0
T006828,2025-07-20 11:33:05,39.84,USD,Mobile,IN,C5109,Business,0,0
T006829,2025-08-21 13:17:25,71.71,EUR,ATM,US,C7768,Savings,4,0
T006830,2025-05-12 23:38:46,27.02,INR,Mobile,SG,C1345,Business,1,0
T006831,2025-05-26 19:46:30,241.75,GBP,POS,UK,C2191,Business,0,0
T006832,2025-04-10 20:49:57,324.0,INR,Mobile,UK,C3563,CreditCard,4,0
T006833,2025-05-14 13:12:00,18.37,EUR,Mobile,IN,C8011,Savings,1,0
T006834,2025-06-15 22:33:09,180.82,INR,ATM,US,C6345,Savings,1,0
T006835,2025-06-02 3:02:18,174.53,EUR,Online,IN,C6460,Savings,2,0
T006836,2025-05-19 18:51:45,737.48,EUR,POS,UK,C3576,CreditCard,2,0
T006837,2025-08-23 7:10:29,302.9,USD,Online,IN,C9908,Savings,3,0
T006838,2025-04-07 5:09:40,46.0,INR,ATM,IN,C9509,CreditCard,3,0
T006839,2025-04-20 9:53:45,150.25,INR,POS,IN,C8442,Savings,2,0
T006840,2025-07-11 23:40:13,359.18,EUR,POS,IN,C2556,CreditCard,3,0
T006841,2025-06-15 1:15:59,113.57,INR,Online,IN,C9093,CreditCard,3,1
T006842,2025-03-26 21:10:06,326.46,INR,Online,SG,C9737,CreditCard,1,0
T006843,2025-05-05 2:45:49,52.63,INR,Online,UK,C2489,Savings,3,0
T006844,2025-07-26 16:03:38,298.36,INR,POS,US,C2111,Savings,2,0
T006845,2025-03-25 16:56:14,194.86,INR,POS,AE,C8624,CreditCard,6,0
T006846,2025-08-13 23:20:29,23.49,USD,ATM,DE,C4120,Savings,1,0
T006847,2025-04-18 16:20:06,173.62,USD,Online,US,C6386,Savings,1,0
T006848,2025-03-18 4:23:45,155.48,GBP,Mobile,US,C4454,Business,0,0
T006849,2025-05-24 3:37:59,161.17,INR,ATM,IN,C4548,Savings,4,0
T006850,2025-06-17 11:08:51,116.08,INR,Mobile,IN,C1628,Savings,1,0
T006851,2025-07-18 11:12:25,773.54,USD,POS,AE,C1151,Savings,3,0
T006852,2025-08-18 4:00:28,8.9,INR,POS,UK,C8643,CreditCard,2,0
T006853,2025-03-19 3:47:53,29.42,USD,POS,DE,C2693,Savings,3,0
T006854,2025-09-02 19:44:03,148.24,USD,POS,US,C3780,Savings,2,0
T006855,2025-04-03 6:21:19,40.46,INR,Wire,IN,C1000,Savings,2,0
T006856,2025-07-22 8:01:04,177.27,USD,Online,IN,C6114,Savings,2,0
T006857,2025-07-22 2:41:11,72.82,USD,Mobile,UK,C5007,Savings,1,0
T006858,2025-08-23 14:32:34,87.85,INR,Online,SG,C9823,Savings,3,0
T006859,2025-05-02 4:58:27,173.68,USD,Online,US,C5464,Business,1,0
T006860,2025-08-10 14:30:26,103.35,GBP,Online,SG,C1081,Savings,3,0
T006861,2025-06-21 18:12:08,173.55,INR,Online,IN,C5889,CreditCard,2,0
T006862,2025-03-16 12:26:19,216.23,INR,Wire,IN,C2085,Savings,4,0
T006863,2025-08-05 20:15:10,41.55,INR,ATM,IN,C3272,Savings,2,0
T006864,2025-05-21 21:09:49,795.22,INR,Mobile,UK,C6244,Savings,6,0
T006865,2025-06-14 11:47:24,836.26,INR,Mobile,IN,C8404,Business,1,0
T006866,2025-08-08 21:24:14,118.18,INR,ATM,US,C6399,Savings,4,0
T006867,2025-05-14 14:38:48,146.22,INR,Online,US,C2950,CreditCard,3,0
T006868,2025-09-02 15:19:18,527.81,GBP,Online,DE,C5018,CreditCard,2,0
T006869,2025-06-21 16:18:57,391.61,INR,POS,AE,C4520,Savings,1,0
T006870,2025-06-05 17:42:56,694.32,USD,Online,SG,C4699,Business,2,0
T006871,2025-04-24 12:00:59,82.09,GBP,POS,IN,C2833,Savings,0,0
T006872,2025-07-17 11:15:27,89.51,INR,ATM,IN,C9327,Savings,3,0
T006873,2025-07-18 16:11:59,0.57,INR,POS,UK,C2649,Savings,3,0
T006874,2025-04-20 23:13:32,231.28,EUR,Mobile,AE,C7770,Savings,2,0
T006875,2025-08-01 2:35:17,290.14,INR,Online,IN,C7397,Savings,2,0
T006876,2025-08-09 6:55:03,7.67,GBP,Mobile,AE,C6317,Business,4,0
T006877,2025-03-27 3:42:54,283.85,USD,Online,IN,C7193,Savings,1,0
T006878,2025-05-11 8:03:27,140.92,INR,Wire,IN,C7497,CreditCard,1,0
T006879,2025-06-18 12:27:32,261.89,USD,Online,IN,C3024,Savings,4,0
T006880,2025-07-07 10:43:10,98.52,USD,Online,IN,C8987,CreditCard,1,0
T006881,2025-08-06 2:50:39,479.63,EUR,Mobile,IN,C3111,Savings,6,0
T006882,2025-07-27 16:07:53,16.34,INR,POS,AE,C8229,Savings,6,0
T006883,2025-04-07 12:38:15,112.05,INR,POS,IN,C2338,Savings,5,0
T006884,2025-07-25 16:46:14,99.58,INR,Mobile,DE,C1991,CreditCard,1,0
T006885,2025-06-08 12:19:23,13.06,USD,Online,AE,C7985,Savings,3,0
T006886,2025-05-27 13:07:58,4.48,INR,Mobile,IN,C6392,CreditCard,4,0
T006887,2025-04-14 7:48:06,35.52,INR,POS,US,C6098,Savings,0,0
T006888,2025-05-07 17:08:42,358.54,USD,Online,DE,C7945,Business,3,0
T006889,2025-07-12 15:19:28,308.0,INR,Mobile,IN,C5136,Savings,2,0
T006890,2025-07-14 18:43:35,237.21,INR,POS,IN,C4626,Savings,3,0
T006891,2025-07-20 18:42:26,233.64,USD,POS,IN,C6494,Savings,1,0
T006892,2025-05-29 16:21:39,112.81,INR,ATM,IN,C1636,Business,1,0
T006893,2025-06-07 21:34:50,260.0,INR,POS,SG,C6427,Savings,2,0
T006894,2025-08-13 7:10:30,1026.83,INR,POS,IN,C7697,CreditCard,2,0
T006895,2025-07-13 23:43:56,75.37,INR,POS,UK,C7532,Savings,2,0
T006896,2025-07-23 9:45:13,37.57,INR,Online,DE,C8412,Savings,3,0
T006897,2025-04-12 1:29:49,4.1,INR,Online,US,C7250,CreditCard,2,0
T006898,2025-07-19 17:57:25,316.14,GBP,POS,US,C5304,Savings,2,0
T006899,2025-08-05 15:03:06,77.76,USD,POS,IN,C9219,Savings,2,0
T006900,2025-04-24 2:58:13,98.11,INR,Mobile,IN,C7870,Business,0,0
T006901,2025-08-28 13:15:21,211.67,USD,POS,IN,C1756,Savings,1,0
T006902,2025-06-02 14:06:21,233.51,INR,Online,AE,C3988,Business,3,0
T006903,2025-05-14 20:50:22,175.73,INR,Mobile,IN,C1823,Savings,2,0
T006904,2025-03-24 14:47:52,121.63,INR,Mobile,UK,C4431,Savings,3,0
T006905,2025-05-15 7:33:40,535.6,INR,Online,IN,C7270,Savings,0,0
T006906,2025-04-03 12:22:21,201.93,INR,Mobile,SG,C2674,Savings,0,0
T006907,2025-06-10 21:44:32,589.75,INR,Online,SG,C4755,CreditCard,1,0
T006908,2025-07-07 8:31:57,149.76,GBP,Online,IN,C6417,Business,0,0
T006909,2025-05-18 2:59:22,89.23,USD,Online,IN,C8363,Business,0,0
T006910,2025-03-21 19:43:43,151.61,INR,Online,SG,C8690,Savings,0,0
T006911,2025-08-04 1:33:48,69.09,INR,ATM,US,C4469,Savings,3,0
T006912,2025-04-27 19:35:26,52.75,INR,Online,IN,C1836,Savings,1,0
T006913,2025-04-06 21:17:24,13.15,INR,POS,US,C1335,Business,2,0
T006914,2025-05-11 20:33:23,186.44,INR,Online,US,C7934,Savings,0,0
T006915,2025-06-10 6:53:36,131.0,INR,Online,US,C5878,Business,2,0
T006916,2025-06-05 11:37:27,53.45,INR,POS,IN,C4612,Savings,3,0
T006917,2025-05-26 20:31:32,19.2,INR,ATM,IN,C4091,Savings,2,0
T006918,2025-04-11 1:52:25,129.05,GBP,ATM,IN,C5424,Savings,2,0
T006919,2025-03-14 11:35:17,24.58,EUR,POS,IN,C2267,Savings,0,0
T006920,2025-08-10 11:28:31,123.34,USD,Mobile,US,C9604,Savings,1,0
T006921,2025-05-19 14:43:15,93.06,INR,Online,AE,C6294,Savings,2,0
T006922,2025-06-17 18:01:59,338.86,INR,Online,IN,C3347,Savings,1,0
T006923,2025-04-16 10:11:15,214.37,INR,Online,SG,C7064,Business,2,0
T006924,2025-06-29 5:59:30,92.99,USD,ATM,IN,C2391,Business,2,0
T006925,2025-03-17 19:05:55,292.89,INR,Mobile,US,C2906,Savings,1,0
T006926,2025-05-23 10:18:25,199.0,INR,ATM,IN,C2735,Savings,1,0
T006927,2025-08-07 20:28:45,4.05,GBP,Mobile,IN,C1331,Business,0,0
T006928,2025-08-20 21:00:15,35.59,USD,ATM,US,C2510,Business,1,0
T006929,2025-07-10 13:42:56,55.84,INR,POS,IN,C6844,Business,0,0
T006930,2025-05-26 9:52:49,228.36,INR,Mobile,IN,C3044,Savings,2,0
T006931,2025-08-12 11:37:22,57.4,USD,Online,US,C8037,Savings,6,0
T006932,2025-08-20 21:43:20,30.51,INR,Online,US,C1181,CreditCard,3,0
T006933,2025-06-05 2:44:48,116.9,INR,Online,US,C4840,Savings,3,0
T006934,2025-07-12 19:47:51,257.75,INR,Mobile,SG,C1086,Savings,2,0
T006935,2025-05-21 10:22:58,116.5,INR,POS,IN,C2448,Savings,2,0
T006936,2025-04-23 16:51:13,171.78,USD,POS,US,C2577,Savings,3,0
T006937,2025-08-28 6:59:45,224.41,USD,ATM,IN,C2884,Savings,3,0
T006938,2025-04-18 6:59:43,231.5,USD,Online,UK,C7864,CreditCard,2,0
T006939,2025-06-05 23:27:36,270.24,INR,POS,IN,C6813,Savings,1,0
T006940,2025-07-13 22:22:11,372.85,INR,Mobile,IN,C7961,Savings,2,0
T006941,2025-08-17 21:46:02,26.89,EUR,POS,IN,C8244,Savings,3,0
T006942,2025-04-19 0:14:45,43.9,INR,Wire,US,C2704,Business,2,0
T006943,2025-07-08 14:55:36,107.36,INR,POS,IN,C1943,Business,0,0
T006944,2025-05-14 15:17:37,187.84,EUR,POS,DE,C9075,Savings,2,0
T006945,2025-04-07 15:38:36,111.82,USD,Mobile,IN,C5177,Business,4,0
T006946,2025-05-13 23:45:23,10.9,USD,ATM,IN,C1326,Business,5,0
T006947,2025-06-20 9:04:55,293.59,INR,Mobile,SG,C1622,Savings,3,0
T006948,2025-03-16 22:49:48,174.11,INR,Online,SG,C7295,Savings,2,0
T006949,2025-04-06 4:42:04,87.35,INR,ATM,IN,C2322,Business,2,0
T006950,2025-05-26 10:05:04,418.9,INR,POS,AE,C4788,Savings,1,0
T006951,2025-06-10 23:19:33,230.47,EUR,POS,AE,C5142,Business,0,0
T006952,2025-03-09 19:06:01,12.8,USD,ATM,SG,C5110,Savings,1,0
T006953,2025-08-29 11:51:06,54.52,GBP,ATM,IN,C5931,Business,3,0
T006954,2025-09-02 4:20:23,99.06,INR,POS,IN,C2282,Business,2,0
T006955,2025-08-06 8:48:23,58.3,INR,ATM,US,C2240,Business,3,0
T006956,2025-06-02 22:58:11,0.85,USD,ATM,US,C7923,Savings,2,0
T006957,2025-06-08 1:53:31,343.24,INR,POS,US,C5525,Savings,3,0
T006958,2025-06-18 5:07:43,509.2,INR,Online,SG,C7091,Savings,2,0
T006959,2025-04-28 0:40:47,1.16,GBP,Mobile,IN,C9530,Savings,0,0
T006960,2025-06-13 6:39:00,240.58,INR,Online,SG,C6159,CreditCard,3,0
T006961,2025-03-13 0:59:56,3.59,INR,Online,AE,C4349,Business,4,0
T006962,2025-06-24 13:34:23,202.84,GBP,POS,IN,C3699,Savings,1,0
T006963,2025-06-24 11:31:43,47.6,EUR,ATM,US,C6799,Savings,1,0
T006964,2025-09-02 17:29:41,240.89,INR,POS,IN,C7392,CreditCard,0,0
T006965,2025-05-25 14:28:23,37.71,INR,Mobile,UK,C3343,Business,2,0
T006966,2025-08-09 21:22:35,99.98,INR,Online,IN,C7553,Savings,0,0
T006967,2025-05-29 6:03:44,207.99,EUR,Wire,US,C4863,Savings,2,0
T006968,2025-03-18 8:57:49,57.55,INR,Mobile,IN,C5154,Savings,4,0
T006969,2025-05-25 7:03:48,135.77,INR,Online,IN,C9500,Savings,2,0
T006970,2025-04-12 3:52:17,17.64,USD,Online,IN,C2832,Business,0,0
T006971,2025-07-25 2:29:12,71.21,INR,Online,SG,C4872,CreditCard,4,0
T006972,2025-09-03 4:45:44,432.89,EUR,Online,IN,C1784,Savings,3,0
T006973,2025-07-19 0:14:58,182.33,USD,ATM,SG,C9932,CreditCard,2,0
T006974,2025-07-11 23:46:41,314.54,INR,Online,SG,C7975,CreditCard,2,0
T006975,2025-04-29 16:03:24,235.51,EUR,Online,IN,C1196,Business,5,0
T006976,2025-07-10 12:59:29,891.47,USD,ATM,IN,C7644,Savings,3,0
T006977,2025-07-10 1:57:25,12.57,INR,POS,IN,C5611,Business,1,0
T006978,2025-07-31 19:54:17,267.56,EUR,POS,UK,C8283,Savings,1,0
T006979,2025-04-20 9:42:06,430.89,EUR,Online,SG,C4708,Savings,3,0
T006980,2025-08-29 0:48:51,139.27,USD,Online,US,C3350,Savings,4,0
T006981,2025-07-26 6:11:08,239.52,USD,POS,US,C7309,Savings,1,0
T006982,2025-08-01 17:24:09,7.01,USD,POS,SG,C4986,Savings,4,0
T006983,2025-04-04 14:33:13,1037.92,INR,ATM,UK,C8813,Business,3,0
T006984,2025-08-31 2:41:43,90.0,EUR,Online,AE,C7071,Savings,2,0
T006985,2025-08-29 6:48:03,688.11,EUR,Online,US,C7872,Savings,2,0
T006986,2025-04-09 16:46:56,12.81,USD,Online,IN,C8748,CreditCard,1,0
T006987,2025-08-03 12:54:17,192.3,INR,ATM,IN,C1461,Savings,1,0
T006988,2025-05-05 6:26:52,221.7,USD,ATM,IN,C9565,Savings,3,0
T006989,2025-09-02 5:56:14,25.49,INR,Wire,US,C8832,Savings,1,0
T006990,2025-08-31 0:12:10,34.97,INR,ATM,UK,C7888,Savings,0,0
T006991,2025-08-10 8:13:50,163.01,USD,Online,US,C8263,Savings,5,0
